Region,Chamber,Session/Congress,Bill Type,Number,Title,Current Status,Current Status Date,Date Introduced,Sponsor(s),Cosponsors,Primary Party,Quorum Profile URL,Bill Text URL,Word Count,Official Description,Organization Description,Stance
Michigan,House,2011-2012 Regular Session,House Bill,5108,"H.B. 5108 (2011-2012 Regular Session): Courts; Judges; Probate Court Judgeships; Reduce in Number. Amends Secs. 803, 805, 8112, 8132, 8156 & 8159 of 1961 Pa 236 (Mcl 600.803 Et Seq.)",Referred to Committee after Passing First Chamber,12/15/2011,10/20/2011,MI Rep. Jeff Irwin (D-MI53),,Democrat,https://www.quorum.us/bill/1633651/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-5108.htm,1577,,,
Michigan,House,2011-2012 Regular Session,House Bill,5087,"H.B. 5087 (2011-2012 Regular Session): Liquor; Other; Barrel Production Limit for Breweries to Sell Beer for On-Premises Consumption; Eliminate. Amends Secs. 411, 537 & 603 of 1998 Pa 58 (Mcl 436.1411 Et Seq.)",Passed Senate,12/15/2011,10/19/2011,MI Sen. Margaret O'Brien (R-MI20),"Vicki Barnett, MI Sen. Peter MacGregor (R-MI28), Lisa Howze, MI Rep. George Darany (D-MI15), MI Rep. Aric Nesbitt (R-MI66), Rick Olson, Kevin Daley, Frank Foster, MI Sen. Dale Zorn (R-MI17), Bob Genetski, Kurt Damrow, Sean McCann, MI Speaker Kevin Cotter (R-MI99), Andrew Kandrevas, Harold Haugh, MI Rep. Charles Smiley (D-MI50), Former MI Rep. Brandon Dillon (D-MI75), MI Rep. Fred Durhal (D-MI5), MI Rep. Al Pscholka (R-MI79), Timothy Bledsoe, Thomas Stallworth, MI Rep. Peter Pettalia (R-MI106), MI Rep. Kurt Heise (R-MI20), MI Rep. Mike Callton (R-MI87), MI Sen. Ken Horn (R-MI32), MI Rep. Erika Geiss (D-MI12), Lesia Liss, MI Rep. Ken Yonker (R-MI72), MI Sen. Mike Shirkey (R-MI16)",Republican,https://www.quorum.us/bill/1337363/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5087.htm,2168,,,
Michigan,House,2011-2012 Regular Session,House Concurent Resolution,38,"H.C.R. 38 (2011-2012 Regular Session): A Concurrent Resolution Approving the Conveyance of Property to the State Building Authority and Approving a Lease Among the State of Michigan, the State Building Authority, and Washtenaw Community College Relative to the Washtenaw Community College Skilled Trades Training Program Renovations Project.
",Agreed To (Concurrent Resolution),12/15/2011,10/19/2011,Mark Ouimet,"Randy Richardville, MI Sen. Jack Brandenburg (R-MI8), MI Sen. John Proos (R-MI21), MI Sen. Steven Bieda (D-MI9), MI Sen. Darwin Booher (R-MI35), MI Sen. Mike Nofs (R-MI19), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Jim Marleau (R-MI12), MI Sen. Rebekah Warren (D-MI18), MI Rep. David Rutledge (D-MI54)",Republican,https://www.quorum.us/bill/1633635/,http://www.legislature.mi.gov/documents/2011-2012/concurrentresolutionadopted/House/htm/2011-HACRH-0038.htm,653,,,
Michigan,House,2011-2012 Regular Session,House Concurent Resolution,37,"H.C.R. 37 (2011-2012 Regular Session): A Concurrent Resolution Approving the Conveyance of Property to the State Building Authority and Approving a Lease Among the State of Michigan, the State Building Authority, and School District of the City of Dearborn Relative to the Henry Ford Community College Science Building Improvements Project.
",Agreed To (Concurrent Resolution),12/15/2011,10/19/2011,John Walsh,"MI Sen. John Proos (R-MI21), MI Sen. Jack Brandenburg (R-MI8), Randy Richardville, MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Jim Marleau (R-MI12), MI Sen. Darwin Booher (R-MI35), MI Sen. Mike Nofs (R-MI19), MI Sen. Steven Bieda (D-MI9)",Republican,https://www.quorum.us/bill/1633614/,http://www.legislature.mi.gov/documents/2011-2012/concurrentresolutionadopted/House/htm/2011-HACRH-0037.htm,705,,,
Michigan,House,2011-2012 Regular Session,House Bill,5126,H.B. 5126 (2011-2012 Regular Session): Counties; Boards and Commissions; Transfer of Functions of a County Road Commission to the County Board of Commissioners; Provide For. Amends Sec. 11 of 1851 Pa 156 (Mcl 46.11).  Tie Bar With: Hb 5125'11,Passed Senate,12/15/2011,10/27/2011,MI Sen. Dale Zorn (R-MI17),,Republican,https://www.quorum.us/bill/1307559/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5126.htm,1874,,,
Michigan,House,2011-2012 Regular Session,House Bill,5194,H.B. 5194 (2011-2012 Regular Session): School Aid; Payments; Procedure for Payment of Deficit or Obligations; Modify for Certain School Districts. Amends Sec. 1225 of 1976 Pa 451 (Mcl 380.1225).  Tie Bar With: Hb 5195'11,Passed Senate,12/15/2011,12/2/2011,MI Rep. Fred Durhal (D-MI5),"Shanelle Jackson, Thomas Stallworth",Democrat,https://www.quorum.us/bill/1313780/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5194.htm,953,,,
Michigan,House,2011-2012 Regular Session,House Bill,5195,H.B. 5195 (2011-2012 Regular Session): School Aid; Payments; Payment of Deficit or Obligations; Require to Be Paid to the Michigan Finance Authority. Amends Sec. 17a of 1979 Pa 94 (Mcl 388.1617a).  Tie Bar With: Hb 5194'11,Passed Senate,12/15/2011,12/2/2011,MI Rep. Fred Durhal (D-MI5),"Shanelle Jackson, Thomas Stallworth",Democrat,https://www.quorum.us/bill/1314027/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-5195.htm,1071,,,
Michigan,House,2011-2012 Regular Session,House Bill,5190,H.B. 5190 (2011-2012 Regular Session): Public Utilities; Rates; Collection for Low-Income and Energy Efficiency Fund; Eliminate. Amends Sec. 10d of 1939 Pa 3 (Mcl 460.10d),Passed Senate,12/15/2011,12/1/2011,MI Sen. Ken Horn (R-MI32),,Republican,https://www.quorum.us/bill/1342688/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5190.htm,1146,,,
Michigan,House,2011-2012 Regular Session,House Simple Resolution,174,"H.R. 174 (2011-2012 Regular Session): To Declare January 4, 2012, as Braille Day in the State of Michigan",Agreed To (Simple Resolution),12/15/2011,12/15/2011,Lisa Brown,"Lesia Liss, Dian Slavens, MI Rep. Earl Poleski (R-MI64), Vicki Barnett, Joan Bauer, MI Rep. George Darany (D-MI15)",Democrat,https://www.quorum.us/bill/1633678/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/House/htm/2011-HIR-0174.htm,153,,,
Michigan,House,2011-2012 Regular Session,House Bill,4940,H.B. 4940 (2011-2012 Regular Session): Income Tax; Administration; Treatment of Flow-Through Entities and Disregarded Entities; Clarify. Amends Sec. 701 of 1967 Pa 281 (Mcl 206.701),Passed Senate,12/15/2011,9/14/2011,Judson Gilbert,,Republican,https://www.quorum.us/bill/1332826/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4940.htm,359,,,
Michigan,House,2011-2012 Regular Session,House Bill,4949,H.B. 4949 (2011-2012 Regular Session): Income Tax; Income; Reference to Treasurer; Clarify. Amends Sec. 623 of 1967 Pa 281 (Mcl 206.623),Passed Senate,12/15/2011,9/14/2011,Judson Gilbert,,Republican,https://www.quorum.us/bill/1333010/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4949.htm,740,,,
Michigan,House,2011-2012 Regular Session,House Bill,5157,H.B. 5157 (2011-2012 Regular Session): Income Tax; Income; Reference to New Income Tax Credit; Include. Amends Sec. 9 of 1996 Pa 376 (Mcl 125.2689).  Tie Bar With: Sb 0748'11,Passed Senate,12/15/2011,11/9/2011,MI Rep. Holly Hughes (R-MI91),"Paul Opsommer, MI Sen. Wayne Schmidt (R-MI37)",Republican,https://www.quorum.us/bill/1338815/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5157.htm,416,,,
Michigan,House,2011-2012 Regular Session,House Bill,5105,"H.B. 5105 (2011-2012 Regular Session): Courts; Judges; Certain Circuit Court and District Court Judgeships; Reduce in Number and Provide for the Merging or Abolishment of Certain Courts. Amends Secs. 504, 803, 805, 810a, 8121, 8123, 8132, 8136, 8138 & 8150 of 1961 Pa 236 (Mcl 600.504 Et Seq.)",Passed Senate,12/15/2011,10/20/2011,MI Speaker Kevin Cotter (R-MI99),,Republican,https://www.quorum.us/bill/1337761/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5105.htm,649,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,568,"S.B. 568 (2011-2012 Regular Session): State Financing and Management; Funds; Community Revitalization Program; Provide For. Amends 1984 Pa 270 (Mcl 125.2001 - 125.2094) by Adding Secs. 90c & 90d.  Tie Bar With: Sb 0566'11, Sb 0567'11",Signed by the Governor,12/14/2011,7/14/2011,MI Sen. Goeff Hansen (R-MI34),,Republican,https://www.quorum.us/bill/1633827/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/Senate/htm/2011-SCB-0568.htm,755,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,883,"S.B. 883 (2011-2012 Regular Session): Property Tax; Personal Property; Taxation of Personal Property; Eliminate for Purchases After January 1, 2012. Amends 1893 Pa 206 (Mcl 211.1 - 211.155) by Adding Sec. 9l",Referred to Committee,12/14/2011,12/15/2011,MI Sen. Dave Hildenbrand (R-MI29),"MI Sen. David Robertson (R-MI14), MI Sen. Mike Nofs (R-MI19)",Republican,https://www.quorum.us/bill/1633975/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0883.htm,84,,,
Michigan,Senate,2011-2012 Regular Session,Senate Simple Resolution,104,"S.R. 104 (2011-2012 Regular Session): Recognizing February 4, 2012, as Cancer Prevention Day",Agreed To (Simple Resolution),12/14/2011,12/15/2011,MI Sen. Bert Johnson (D-MI2),"MI Sen. Goeff Hansen (R-MI34), Randy Richardville, MI Sen. Vincent Gregory (D-MI11), MI Sen. John Proos (R-MI21), MI Sen. Jack Brandenburg (R-MI8), Mark Jansen, Tupac Hunter, MI Sen. Coleman Young (D-MI1), MI Sen. Darwin Booher (R-MI35), MI Sen. Steven Bieda (D-MI9), MI Sen. Rebekah Warren (D-MI18), MI Sen. Jim Marleau (R-MI12), MI Sen. Patrick Colbeck (R-MI7), MI Sen. Tom Casperson (R-MI38), MI Sen. Hoon-Yung Hopgood (D-MI6), MI Sen. Morris Hood (D-MI3)",Democrat,https://www.quorum.us/bill/1633978/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/Senate/htm/2011-SIR-0104.htm,224,,,
Michigan,House,2011-2012 Regular Session,House Bill,5227,H.B. 5227 (2011-2012 Regular Session): Revenue Sharing; Other; Repayment of Certain Revenue to City of Detroit; Provide For. Amends 1971 Pa 140 (Mcl 141.901 - 141.921) by Adding Sec. 13e,Referred to Committee,12/14/2011,12/16/2011,David Nathan,"Rashida Tlaib, MI Rep. Harvey Santana (D-MI9), Shanelle Jackson, MI Rep. Alberta Talabi (D-MI2), Thomas Stallworth, MI Rep. Fred Durhal (D-MI5), Maureen Stapleton, Lisa Howze, James Womack",Democrat,https://www.quorum.us/bill/1633688/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-5227.htm,87,,,
Michigan,House,2011-2012 Regular Session,House Bill,5229,H.B. 5229 (2011-2012 Regular Session): Labor; Public Service Employment; Residency Requirement for Certain Public Employees; Authorize. Amends Sec. 2 of 1999 Pa 212 (Mcl 15.602),Referred to Committee,12/14/2011,12/16/2011,MI Rep. Harvey Santana (D-MI9),"MI Rep. Jeff Irwin (D-MI53), Rudy Hobbs, Maureen Stapleton, Rashida Tlaib, MI Rep. Fred Durhal (D-MI5), John Olumba, Shanelle Jackson",Democrat,https://www.quorum.us/bill/1633695/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-5229.htm,302,,,
Michigan,House,2011-2012 Regular Session,House Bill,5230,H.B. 5230 (2011-2012 Regular Session): Animals; Dogs; Commercial Breeding Kennels; Regulate. Amends 1919 Pa 339 (Mcl 287.261 - 287.290) by Adding Sec. 10a.  Tie Bar With: Hb 5231'11,Referred to Committee,12/14/2011,12/16/2011,Vicki Barnett,MI Sen. Wayne Schmidt (R-MI37),Democrat,https://www.quorum.us/bill/1633699/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-5230.htm,351,,,
Michigan,House,2011-2012 Regular Session,House Bill,4542,"H.B. 4542 (2011-2012 Regular Session): Civil Procedure; Foreclosure; Mortgage Modification Negotiation Procedures; Modify. Amends Secs. 3204, 3205 & 3212 of 1961 Pa 236 (Mcl 600.3204 Et Seq.) & Adds Sec. 3278.  Tie Bar With: Hb 4543'11, Hb 4544'11",Passed Senate,12/14/2011,4/14/2011,MI Rep. Jeff Farrington (R-MI30),"Lesia Liss, MI Sen. Marty Knollenberg (R-MI13), MI Rep. Peter Pettalia (R-MI106)",Republican,https://www.quorum.us/bill/1325883/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4542.htm,885,,,
Michigan,House,2011-2012 Regular Session,House Bill,4543,"H.B. 4543 (2011-2012 Regular Session): Civil Procedure; Foreclosure; Mortgage Modification Negotiation Program Procedures; Modify. Amends Secs. 3205a, 3205b, 3205c, 3205d & 3205e of 1961 Pa 236 (Mcl 600.3205a Et Seq.).  Tie Bar With: Hb 4542'11, Hb 4544'11",Passed Senate,12/14/2011,4/14/2011,MI Rep. Peter Pettalia (R-MI106),MI Rep. Jeff Farrington (R-MI30),Republican,https://www.quorum.us/bill/1326131/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-4543.htm,1409,,,
Michigan,House,2011-2012 Regular Session,House Bill,4544,"H.B. 4544 (2011-2012 Regular Session): Civil Procedure; Foreclosure; Redemption Period; Modify for Certain Residential and Farm Property. Amends Sec. 3240 of 1961 Pa 236 (Mcl 600.3240).  Tie Bar With: Hb 4542'11, Hb 4543'11",Passed Senate,12/14/2011,4/14/2011,,"MI Sen. Marty Knollenberg (R-MI13), MI Rep. Peter Pettalia (R-MI106), MI Rep. Jeff Farrington (R-MI30)",,https://www.quorum.us/bill/1326404/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-4544.htm,1316,,,
Michigan,House,2011-2012 Regular Session,House Bill,4874,H.B. 4874 (2011-2012 Regular Session): Cities; Home Rule; Population Requirement for Eligibility to Finance Certain Services by Special Assessment; Revise. Amends Sec. 5i of 1909 Pa 279 (Mcl 117.5i),Passed Senate,12/14/2011,7/28/2011,Shanelle Jackson,,Democrat,https://www.quorum.us/bill/1331673/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-4874.htm,1491,,,
Michigan,House,2011-2012 Regular Session,House Bill,4932,"H.B. 4932 (2011-2012 Regular Session): Libraries; Funds; Population Requirement for Designation as a Cooperative Board of an Existing Library System; Modify to 600,000. Amends Sec. 6 of 1977 Pa 89 (Mcl 397.556)",Passed Senate,12/14/2011,9/14/2011,James Womack,,Democrat,https://www.quorum.us/bill/1332620/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-4932.htm,394,,,
Michigan,House,2011-2012 Regular Session,House Bill,5231,H.B. 5231 (2011-2012 Regular Session): Animals; Dogs; Puppy Protection Act; Create. Creates New Act.  Tie Bar With: Hb 5230'11,Referred to Committee,12/14/2011,12/16/2011,MI Sen. Wayne Schmidt (R-MI37),Vicki Barnett,Republican,https://www.quorum.us/bill/1633702/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-5231.htm,1423,,,
Michigan,House,2011-2012 Regular Session,House Bill,5066,H.B. 5066 (2011-2012 Regular Session): Michigan Business Tax; Credits; Credit for Certain Personal Property Taxes; Revise. Amends Sec. 413 of 2007 Pa 36 (Mcl 208.1413),Passed Senate,12/14/2011,10/14/2011,MI Sen. Jim Stamas (R-MI36),,Republican,https://www.quorum.us/bill/1336248/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5066.htm,622,,,
Michigan,House,2011-2012 Regular Session,House Bill,5067,H.B. 5067 (2011-2012 Regular Session): Education; Financing; Exemption for Certain Personal Property Taxes; Revise. Amends Sec. 1211 of 1976 Pa 451 (Mcl 380.1211),Passed Senate,12/14/2011,10/14/2011,MI Sen. Jim Stamas (R-MI36),,Republican,https://www.quorum.us/bill/1336537/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5067.htm,1811,,,
Michigan,House,2011-2012 Regular Session,House Bill,5068,H.B. 5068 (2011-2012 Regular Session): Property Tax; State Education Tax; Exemption for Certain Personal Property Taxes; Revise. Amends Sec. 3 of 1993 Pa 331 (Mcl 211.903),Passed Senate,12/14/2011,10/14/2011,MI Sen. Jim Stamas (R-MI36),,Republican,https://www.quorum.us/bill/1336850/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-5068.htm,271,,,
Michigan,House,2011-2012 Regular Session,House Bill,5069,H.B. 5069 (2011-2012 Regular Session): Economic Development; Plant Rehabilitation; Exemption for Certain Personal Property Taxes; Revise. Amends Sec. 14 of 1974 Pa 198 (Mcl 207.564),Passed Senate,12/14/2011,10/14/2011,MI Sen. Jim Stamas (R-MI36),,Republican,https://www.quorum.us/bill/1337132/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-5069.htm,959,,,
Michigan,House,2011-2012 Regular Session,House Bill,5147,H.B. 5147 (2011-2012 Regular Session): Gaming; Lottery; Prize Payout Percentage; Remove Sunset on Flexible Percentage. Amends Sec. 12 of 1972 Pa 239 (Mcl 432.12),Passed Senate,12/14/2011,11/4/2011,MI Rep. Earl Poleski (R-MI64),,Republican,https://www.quorum.us/bill/1338657/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5147.htm,152,,,
Michigan,House,2011-2012 Regular Session,House Bill,5187,"H.B. 5187 (2011-2012 Regular Session): Counties; Boards and Commissions; Membership on the County Apportionment Commission; Modify Under Certain Circumstances and Modify Number of County Commissioners Based on Population. Amends Secs. 1, 2 & 3 of 1966 Pa 261 (Mcl 46.401 Et Seq.)",Passed Senate,12/14/2011,11/30/2011,MI Rep. Bradford Jacobsen (R-MI46),,Republican,https://www.quorum.us/bill/1342497/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5187.htm,712,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,540,S.B. 540 (2011-2012 Regular Session): Insurance; Health; Coverage for Orally Administered Cancer Chemotherapy; Provide Equal Treatment For. Amends 1956 Pa 218 (Mcl 500.100 - 500.8302) by Adding Sec. 3406s,Referred to Committee after Passing First Chamber,12/14/2011,6/30/2011,Roger Kahn,"MI Sen. John Proos (R-MI21), John Pappageorge, MI Sen. Darwin Booher (R-MI35), MI Sen. Mike Green (R-MI31), MI Sen. Steven Bieda (D-MI9), Bruce Caswell, MI Sen. Patrick Colbeck (R-MI7)",Republican,https://www.quorum.us/bill/1633714/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0540.htm,297,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,541,S.B. 541 (2011-2012 Regular Session): Insurance; Health Care Corporations; Coverage for Orally Administered Cancer Chemotherapy; Provide Equal Treatment For. Amends 1980 Pa 350 (Mcl 550.1101 - 550.1704) by Adding Sec. 416e,Referred to Committee after Passing First Chamber,12/14/2011,6/30/2011,Roger Kahn,"MI Sen. Mike Green (R-MI31), MI Sen. Steven Bieda (D-MI9), John Pappageorge, MI Sen. Darwin Booher (R-MI35), Bruce Caswell, MI Sen. Patrick Colbeck (R-MI7), MI Sen. John Proos (R-MI21)",Republican,https://www.quorum.us/bill/1633725/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0541.htm,267,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,556,S.B. 556 (2011-2012 Regular Session): State Financing and Management; Funds; Michigan Business Development Program; Create. Amends Sec. 88b of 1984 Pa 270 (Mcl 125.2088b) & Adds Sec. 88r,Signed by the Governor,12/14/2011,7/1/2011,MI Sen. John Proos (R-MI21),"MI Sen. Judy Emmons (R-MI33), MI Sen. Mike Nofs (R-MI19), John Pappageorge, MI Sen. Goeff Hansen (R-MI34)",Republican,https://www.quorum.us/bill/1633733/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0556.htm,4273,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,566,"S.B. 566 (2011-2012 Regular Session): State Financing and Management; Funds; Community Revitalization Program; Provide For. Amends Secs. 5, 88c & 88h of 1984 Pa 270 (Mcl 125.2005 Et Seq.).  Tie Bar With: Sb 0567'11, Sb 0568'11",Signed by the Governor,12/14/2011,7/14/2011,John Pappageorge,,Republican,https://www.quorum.us/bill/1633762/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/Senate/htm/2011-SCB-0566.htm,4312,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,567,"S.B. 567 (2011-2012 Regular Session): State Financing and Management; Funds; Community Revitalization Program; Provide For. Amends 1984 Pa 270 (Mcl 125.2001 - 125.2094) by Adding Ch. 8c.  Tie Bar With: Sb 0566'11, Sb 0568'11",Signed by the Governor,12/14/2011,7/14/2011,,,Republican,https://www.quorum.us/bill/1633799/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0567.htm,1031,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,882,S.B. 882 (2011-2012 Regular Session): Property Tax; Delinquent Taxes; Procedure for Land Banks to Purchase Delinquent Tax Property; Provide For. Amends Sec. 78m of 1893 Pa 206 (Mcl 211.78m),Referred to Committee,12/14/2011,12/15/2011,Tupac Hunter,,Democrat,https://www.quorum.us/bill/1633971/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0882.htm,2885,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,644,S.B. 644 (2011-2012 Regular Session): State Financing and Management; Funds; Use of 21st Century Jobs Trust Fund for New Brownfield Replacement Program; Allow. Amends Sec. 8 of 2000 Pa 489 (Mcl 12.258),Signed by the Governor,12/14/2011,9/14/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1633852/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0644.htm,196,,,
Michigan,House,2011-2012 Regular Session,House Simple Resolution,171,"H.R. 171 (2011-2012 Regular Session): To Memorialize Congress to Take Actions to Overturn the December 31, 2011, Ban on the Sale of Over-The-Counter Inhalers Used in the Treatment of Asthma.
",Referred to Committee,12/14/2011,12/14/2011,Paul Opsommer,"Richard LeBlanc, MI Rep. Kathy Crawford (R-MI38), Kevin Daley, Bob Constan",Republican,https://www.quorum.us/bill/1633947/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/House/htm/2011-HIR-0171.htm,421,,,
Michigan,House,2011-2012 Regular Session,House Simple Resolution,172,"H.R. 172 (2011-2012 Regular Session): To Memorialize Congress to Enact an Extension of Federal Unemployment Benefits.
",Referred to Committee,12/14/2011,12/14/2011,Rashida Tlaib,"MI Rep. David Rutledge (D-MI54), MI Rep. Marcia Hovey-Wright (D-MI92), Joan Bauer, Phil Cavanagh, Vicki Barnett, James Womack, Kate Segal, MI Rep. Marilyn Lane (D-MI31), MI Rep. George Darany (D-MI15), MI Rep. Jim Townsend (D-MI26), Maureen Stapleton, MI Rep. Jeff Irwin (D-MI53), Andrew Kandrevas, Harold Haugh, MI Rep. Charles Smiley (D-MI50), Sean McCann, MI Rep. Charles Brunner (D-MI96), Richard LeBlanc, Thomas Stallworth, Steven Lindberg, MI Rep. Alberta Talabi (D-MI2), MI Leader Jim Ananich (D-MI27), David Nathan, John Olumba, Former MI Rep. Brandon Dillon (D-MI75), Woodrow Stanley, MI Rep. Fred Durhal (D-MI5), Timothy Bledsoe, Bob Constan, Mark Meadows, Lesia Liss, Ellen Lipton, MI Rep. Harvey Santana (D-MI9), Lisa Brown, Jon Switalski, MI Rep. Erika Geiss (D-MI12)",Democrat,https://www.quorum.us/bill/1633949/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/House/htm/2011-HIR-0172.htm,311,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,880,"S.B. 880 (2011-2012 Regular Session): Criminal Procedure; Youthful Trainees; Eligibility Criteria for Youthful Trainee Program; Modify. Amends Sec. 11, Ch. Ii of 1927 Pa 175 (Mcl 762.11)",Referred to Committee,12/14/2011,12/15/2011,MI Sen. Bert Johnson (D-MI2),,Democrat,https://www.quorum.us/bill/1633966/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0880.htm,1030,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,881,S.B. 881 (2011-2012 Regular Session): Gaming; Bingo and Charitable Gaming; Millionaire Party; Modify Daily Limit. Amends Sec. 10a of 1972 Pa 382 (Mcl 432.110a),Referred to Committee,12/14/2011,12/15/2011,MI Leader Arlan Meekhof (R-MI30),,Republican,https://www.quorum.us/bill/1633968/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0881.htm,157,,,
Michigan,House,2011-2012 Regular Session,House Bill,5221,H.B. 5221 (2011-2012 Regular Session): Elections; Registration; Proof of United States Citizenship When Registering to Vote; Require. Amends Sec. 509q of 1954 Pa 116 (Mcl 168.509q) & Adds Sec. 496a,Referred to Committee,12/13/2011,12/14/2011,David Agema,"Matt Huuki, MI Sen. Peter MacGregor (R-MI28), Rick Olson, MI Rep. Andrea LaFontaine (R-MI32), MI Rep. Ray Franz (R-MI101), Frank Foster, Kurt Damrow, MI Speaker Kevin Cotter (R-MI99), Greg MacMaster, MI Rep. Bruce Rendon (R-MI103), Paul Opsommer, Tom McMillin, MI Rep. Kathy Crawford (R-MI38), MI Rep. Amanda Price (R-MI89), MI Rep. Pat Somerville (R-MI23), MI Rep. Bradford Jacobsen (R-MI46), Cindy Denby, Gail Haines, Sharon Tyler, Kenneth Kurtz, MI Rep. Kurt Heise (R-MI20), MI Rep. Ed McBroom (R-MI108), MI Rep. Nancy Jenkins (R-MI57), MI Rep. Tom Hooker (R-MI77), MI Sen. Margaret O'Brien (R-MI20), MI Rep. Ben Glardon (R-MI85), MI Rep. Jon Bumstead (R-MI100), Joe Haveman, MI Rep. Ken Yonker (R-MI72)",Republican,https://www.quorum.us/bill/1633934/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-5221.htm,669,,,
Michigan,House,2011-2012 Regular Session,House Bill,5224,H.B. 5224 (2011-2012 Regular Session): School Aid; Foundation Allowance; Per-Pupil Funding Formula; Revise to Provide Greater Equity. Amends Sec. 20 of 1979 Pa 94 (Mcl 388.1620),Referred to Committee,12/13/2011,12/14/2011,MI Rep. Joel Johnson (R-MI97),"MI Rep. Mike Callton (R-MI87), MI Rep. Paul Muxlow (R-MI83), MI Rep. Phil Potvin (R-MI102), MI Rep. Ed McBroom (R-MI108), MI Sen. Mike Shirkey (R-MI16), MI Rep. Ken Goike (R-MI33), Paul Opsommer, MI Rep. Bruce Rendon (R-MI103), Greg MacMaster, Kurt Damrow, Kevin Daley, Frank Foster, MI Sen. Wayne Schmidt (R-MI37)",Republican,https://www.quorum.us/bill/1633941/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-5224.htm,4922,,,
